uid,username,banned
12436,singlung,0
12437,88z,1
12438,Mutalisk,1
12439,pcwfart,1
12440,xKage,1
12441,meander,1
12442,zaitsec,1
12443,Jukeboksi,1
12444,H4M573R,1
12445,SixTynN,0
12446,BeForJess,1
12447,spkleader,1
12448,ryoichi,0
12449,thematrix,1
12450,N3SS,1
12451,azuzu,0
12452,Tsubame,1
12453,superjump,0
12454,Malkamar,0
12455,Sheenaza,1
12456,Kamina,1
12457,Midiman,0
12459,parkbenchi,0
12460,Mik3eL,1
12461,djwhyte,1
12462,IamJebus,0
12463,feiz,1
12464,obproman,1
12465,StudioPD,1
12466,Spidster,1
12467,Butterchuck,1
12468,ReDDeEmania,0
12469,Crisis,1
12470,azzasallam,1
12471,chesster,1
12472,PigLatnHaiku,1
12473,Shinylemon,1
12474,Gary2oo5,0
12475,DeusEx,1
12476,ProdigySim,1
12477,Kaotical,1
12478,Starke,0
12479,syntenic,1
12480,hanzi,1
12481,sarahtastic,1
12482,Rappa,0
12483,Bender,1
12484,Deep,1
12485,Orochilolu,1
12486,Mokuren,1
12487,annie,0
12488,matt3o0,1
12489,yeyedboy,1
12490,usaokun,1
12492,guanyinbb,1
12493,CJota,1
12494,liphian,1
12495,dtan0914,1
12496,dyegotinoco,1
12497,mystz,1
12498,mickey,1
12499,Privttucker,1
12500,JasonDread,0
12501,sketch,1
12502,bhess,1
12503,jw2,1
12504,Securis,1
12505,WagsIIDX,1
12506,TheSkyIsBlue,0
12507,renleveh,0
12508,scrippie,1
12509,GuitarH3RO,1
12510,unclesam,1
12511,randomn3gro,0
12512,koogy,1
12513,alzarus,1
12514,miguel,1
12515,.//AlexX,0
12516,jaql,1
12517,PumpGuy,1
12518,ssvegeta1010,0
12519,616,1
12520,EvilGamerX,1
12521,starlett,1
12522,blackpants,0
12523,ZeroDxy,1
12524,Angelic,1
12525,twincannon,1
12527,Arctures,1
12528,BrownThund3r,1
12529,vdl,0
12530,JeiC,1
12531,Conor,1
12532,Nym,0
12533,hanamurat,1
12534,Dman2R,1
12535,Hakura,1
12536,maercruos,0
12537,Overblast,1
12538,kitja,1
12539,autobot1986,1
12540,Diaboli,1
12541,KrazyGamer,1
12542,MegaX6,1
12543,SlakeFan,1
12544,GodMystic,0
12545,Kidge,1
12547,Mit,0
12548,ericbp100,0
12549,Camui,1
12550,zz,1
12551,aperturegrillz,0
12552,MCR,1
12553,jimerax,1
12554,lazerflesh,1
12555,Matt1360,0
12556,Lebon14,1
12557,DJTomoe,0
12558,n8otter,0
12559,ddr765543321,1
12560,tentaclefuck,0
12562,Jett,0
12563,SilverRaine,1
12564,Shujinko,0
12565,ohmsford,0
12566,kickitboy,1
12567,Keiichi,0
12568,Ang,0
12569,Matt,1
12570,Flashfire,0
12571,eur0beatUSA,1
12572,Hachi,1
12573,bigjohnx,1
12574,Zoness,0
12575,Xatticus,0
12576,Codi,0
12577,Grynn,1
12578,FoxxyMito,0
12579,Stabby,0
12580,DMS,0
12581,Crazedmonkey,1
12582,sym,1
12583,harblhotel,1
12584,boone,0
12585,vanessa,1
12586,smartdude,1
12587,Silver007,0
12588,Squeeks,1
12589,McDonalds,1
12590,mihalich,1
12591,xroflmaowtfx,1
12592,CherrySoda,1
12593,dpalace,1
12594,anass733,0
12595,BePower,0
12596,zexe,1
12597,iLLoGiCaL,0
12598,hayato,0
12599,jl84,1
12600,eXonyte,0
12601,Taekyon,1
12602,Nomi,1
12603,meguminousa,1
12604,Fro,0
12605,shin,1
12606,xAdadglgmutX,1
12607,Goatlll,0
12608,Kradd,1
12609,mandahax,1
12610,pretendo,1
12611,DjKona,1
12612,katchchan,1
12613,5eanio,1
12614,cboz,0
12615,TheDooley,1
12616,humanseq,1
12617,works,1
12618,apetc,0
12619,zezengorri,1
12620,MechViper,1
12621,PatamonKid,0
12622,Forlork,1
12624,jawnjawn,1
12625,Watch4,1
12626,MasterMikado,1
12627,Xiao,1
12628,djCAKES,0
12629,Miau,0
12630,Erothyme,1
12631,gentlezy,1
12632,ThePlash,0
12633,SonGohanX,1
12634,Deoxysapple,1
12635,NuSkool,0
12636,cutiepi2202,1
12637,popnleech,1
12638,Stuntman,1
12639,andyandyandy,1
12640,rattboi,1
12641,JunglistKing,1
12642,Jaeger829,1
12643,pchan,1
12644,Hair,0
12645,CPUforbrain,0
12646,Gekko8,1
12647,LDLNPIU,1
12648,typeZERO,1
12649,initd,1
12650,madden72,1
12651,lgolem,1
12652,skyyalpha,1
12653,staminarose,0
12654,Skywalker,1
12655,nessrockin,1
12656,ADillHole,1
12657,isittheshoes,1
12658,scca,1
12659,matrik,1
12660,Emerald,1
12661,Kontvoedsel,1
12662,Oooch,1
12663,EriCKY,1
12664,chezmix,1
12665,bdubs,1
12666,Rexall,1
12667,jsw11,1
12668,Kaboobi,1
12669,lord,1
12670,SkyLark,0
12671,sankan,1
12672,Thimy,1
12673,pray4giygas,1
12674,Atn573,1
12675,ThatKles,0
12676,irot,1
12677,Prismriver,0
12678,bosher,1
12679,akanei,1
12680,Michie,0
12681,Enaress,0
12682,ViktorVaughn,1
12683,saruwarui,1
12684,CaTasTroFicO,0
12685,zaps00,1
12686,Deathdefier,1
12687,jryn1186,1
12688,Confucious,1
12689,Tenshigure,0
12690,Mo3,0
12691,sushi,1
12692,wepon1984,0
12693,carlota,1
12694,Lukke,1
12695,YCat,1
12696,lzrmcdoogal,1
12697,Radio,0
12699,Op6,1
12700,DSMArisen,0
12701,JudyCrystal,1
12702,raytsang,1
12704,beast87,0
12705,on12uka,1
12706,implantation,0
12707,tsuteto,1
12708,KATZ,1
12709,Starmony,0
12710,Skeeter,1
12711,pyro17,0
12712,beatdowniidx,0
12713,Waddums,1
12714,reverser,0
12715,shiken,0
12716,dethrzr,1
12717,Tov,1
12718,joakinez2dj,1
12719,Yockey,1
12720,Meatspin,1
12721,WolferIIDX,0
12722,thrustevious,0
12723,holi0927,1
12724,kder,0
12725,TylaLawlz,1
12726,kirishima,1
12727,anamae,1
12728,Sekuhara,0
12729,xmugenxek9x,1
12730,psum,1
12731,DanceGames,1
12732,KDavis,0
12733,owenbee,1
12734,JimShoes,1
12735,Skinticket,1
12736,Smear,1
12737,rofomet,0
12738,braydene,1
12739,dhh,1
12740,yejundjdao,0
12741,alucard407,1
12742,HIAC555,1
12743,AndreaM,0
12744,TheViking,1
12745,shijuto,0
12746,JamTea,1
12747,edufrodo,1
12748,saltytaro,1
12749,AstroRalph,1
12750,Arkaine,0
12751,Joako,1
12752,jerseyjoe,1
12753,kkn,1
12754,Kanohane,1
12755,thealexcubed,0
12756,DarkNeo,1
12757,nevets933,0
12758,SnaXmaN,0
12759,Rossko,1
12760,droors,0
12761,Koo,1
12762,Wighty,1
12763,Adhesion,0
12764,sefyendor,1
12765,Justican,0
12766,JJR,0
12768,Deprincer,1
12769,dantheman650,1
12770,Ryan,0
12771,djsmalls,0
12772,Koterrors,1
12773,chi2ri,1
12774,aladin,1
12775,Atareon,1
12776,geill,1
12777,junkimchi,0
12779,skydazer,1
12780,teperoo,1
12781,goemon,1
12782,klockw0rkz,1
12783,SteveSnowmn,0
12784,theredpolak,1
12785,HighwayStarX,1
12786,BemanDani,1
12787,creadshack,1
12788,tehmurr,1
12789,sk8rboi,0
12790,Meng,0
12791,Tenk,1
12792,RaulMDQ,1
12793,Edo,0
12794,agenttaco91,1
12795,Kagemaro,0
12796,J03,1
12797,De0xysapple,0
12798,Demiix,0
12799,orionxiv,1
12800,HAMSTER,1
12801,cls,0
12802,Ramza,0
12803,DarkLED,1
12804,crappuccinoo,1
12805,youtorama,1
12806,Walked,1
12807,gundamraptor,1
12808,jeffrey1790,1
12809,LOVEACCELE,1
12810,desudrive,0
12811,yiji,1
12812,Ravepulse,0
12813,fabianomiu,1
12814,riskaka,1
12815,discoduck,1
12816,shini,1
12817,SirLarr,0
12818,ZYXZ2,1
12819,Waterfall,1
12820,Lucmarceau,1
12821,guhnmystro,1
12822,samsponian,1
12823,destynova,1
12824,420blazeitfaggot,0
12825,butts,1
12826,Mantis,1
12827,ZIZZx,1
12828,Demetri,1
12829,ep3TypeR,0
12830,Sexrave,1
12831,Crumblenaut,1
12832,frooby85,1
12833,william0306,1
12834,kenguy,1
12835,djskill,1
12836,Zeppelix,1
12837,darkxuxa,1
12838,msdstc,0
12839,Sniper257,1
12840,Psyrell,1
12841,Charomancer,1
12842,Mawvin,1
12843,navfn2000,1
12844,ikauzak,0
12845,artkingpin,1
12846,RooZ,0
12847,Razma,0
12848,RemyK313,0
12849,kawada,1
12850,shefu,0
12851,devhux,0
12852,erekiIIDX,1
12853,rman91,0
12854,5Doughboy5,1
12855,Toki,1
12856,Hanananako,1
12857,Jaczyuki,1
12858,Mokura,1
12859,djkero,0
12860,Binary,0
12861,EMP,1
12863,ultrawasabi,1
12864,Pqqp,1
12865,xibReALix,1
12866,apotheOsis,1
12867,8bitgeek,1
12868,Imbastep,0
12869,Turbonegro,0
12870,Amuro,1
12871,Decoy,0
12872,xXJinXx,1
12873,YoshinoK,1
12874,flora,1
12875,xboxrocks,1
12876,max84,1
12877,justbread,1
12878,Stardust,0
12879,codR,1
12880,OaXz,0
12881,OniKidou,0
12882,Leigh49,1
12883,Corbet,1
12884,fdm,1
12885,spike333,1
12886,moose,1
12887,DJKazumi,1
12888,Megaman,0
12889,DiegoDDR,1
12890,liberty,1
12891,Dubsak,1
12892,Lecram,1
12893,seeker,1
12894,kouotsu,1
12895,CronicHazel,0
12896,Flu,0
12897,applecpear,1
12898,extreme3360,1
12899,Volt,1
12900,ItsMattOHSHI,0
12901,JimTheFly,1
12902,Shiensha,0
12903,Rokujou,1
12904,akaixyume,1
12905,dead,0
12906,Xantar,0
12907,Tenchi524,0
12908,oizys,1
12909,Cmosfm,1
12910,EvoIIDX,1
12911,kasu300,1
12912,cevrtt,1
12913,beeanyew,1
12914,Akanepp,1
12915,Frozenstreak,1
12916,ibanezrx,1
12917,scorer,1
12918,Zalrus,0
12919,Smolder,1
12920,zL,1
12921,SeiyaKou304,1
12922,JisakuZien,0
12923,Skudd,0
12924,Narsk,0
12925,kobafoxx,1
12926,PeanutButter,1
12927,calypso612,1
12928,jan4444,1
12929,Tatsh,0
12930,swatt,0
12931,Crusty,0
12932,Filip,1
12933,MooNWeeD,1
12934,Tayaya,1
12935,ThePackage,1
12936,vanessie,1
12937,Mmiayiuckoi,0
12938,Stubbs,1
12939,WH17N3Y,1
12940,T3hMaddi,1
12941,C17Killa,1
12942,tylerofmaine,0
12943,nebttiN,0
12944,alanco,1
12945,mon321,0
12946,assface21,1
12947,djaznrebirth,1
12949,shadowstyle,0
12950,Nemokrad,1
12951,sfxazure,0
12952,Noobx,1
12953,tehyoshi,0
12954,mystic3nergy,1
12955,geazzz,1
12956,DarkDemon,1
12957,DarkCamus,0
12958,bishop743,1
12959,Nebel,0
12961,greatwhitefl,0
12962,soulstaker,1
12963,Kerberos,1
12964,Fong,0
12965,Mesh,0
12966,EVOriginal,0
12967,electroBoy,0
12968,fanatiq,1
12969,kyo,0
12970,NTQ,1
12971,Detail,1
12972,KyouFuji,1
12973,brokenever,1
12974,DKuwahara,0
12975,rintin,1
12976,ryc3,1
12977,Vorde,1
12978,cmggp03x,1
12979,soulessz,1
12980,piuaddict,1
12981,dunamis,1
12982,spotik,1
12983,amoureux,0
12984,actitudbsas,1
12985,tiki66,0
12986,shakesoda,0
12987,Shuugo,1
12988,BrownTrout,1
12989,Spednar,0
12990,Doat,1
12991,Rynker,0
12992,tamasurvivor,1
12993,Deimos,1
12994,Onclemol,0
12995,Pitviper401,0
12996,AstroPunk,1
12997,sucker,1
12998,fepj,1
12999,gdri,1
13000,unsteady,1
13001,serendipity,1
13002,majordyer,1
13003,masterVerax,1
13004,Orion87,1
13005,uq1,1
13006,zor0,0
13007,tubafishy,1
13008,Paco,1
13009,NicX1,1
13010,unholyhimura,1
13011,HajiKunIIDX,0
13012,DanAdamKOF,0
13013,Kie,0
13014,justicex,1
13015,anaxa,0
13016,xOMEGAx,1
13017,lynux6gold,1
13018,Enthalpy,0
13019,Dynamite,1
13020,wolfpup05,1
13021,Synix,0
13022,kevin933,1
13023,RyuichiWood,1
13024,kylewgreen,0
13025,plexturra,1
13026,Danny,0
13027,Zavon256,1
13028,ArthicRain,0
13029,ddr765543,1
13031,Nitroadict,1
13032,extreme3361,0
13033,mursunen,0
13034,Amy18,1
13035,Raadikins,1
13036,rgerdpengin,1
13037,LF,1
13038,blablub07,1
13039,LostinBemani,0
13040,Kurenai,1
13041,Bader,0
13042,Vangar,1
13043,krongle,1
13044,DarkRurouni,0
13045,Cabero,0
13046,PolluxDX,1
13047,Fubaramp,1
13048,LaserToaster,0
13049,boomtsk,1
13050,lomeindreams,1
13051,hinatasoul,0
13052,Arzosoth,1
13053,JimKro,0
13054,Crives,1
13055,ozo,0
13056,wtcyclonus21,0
13057,Sammy4549,0
13058,naoblocks,1
13059,Kcid,0
13060,naruto1378,1
13061,Aisoku,0
13062,omatic,1
13063,psiness,0
13064,janejana,1
13065,bucketbot,1
13066,Playdoman,1
13067,L30J,0
13068,KOMPdown,0
13069,KingG,1
13070,jerameh,1
13071,Sharlike,1
13072,KyleWhatever,1
13073,praeline,1
13074,kittun,1
13075,superchan,1
13076,Souther,1
13077,kirbyguy,0
13078,ryouga42,0
13079,Shadowboom,1
13080,montana6666,1
13081,Bobblehead,1
13082,downbeat,1
13083,DrMadison,1
13084,Zetsumei,1
13085,Plinio2008,1
13086,Empathy,0
13087,MuffinMan120,1
13088,Angelo,0
13089,joesushi05,0
13090,dnallohb,1
13091,pjock,1
13092,Kaius,0
13093,MissPhae,0
13094,tears,1
13095,Nasicus,0
13096,Day,0
13097,djCHKDSK,0
13098,AceMark,1
13099,KoMo9,1
13100,ichibandude,1
13101,piweqo,1
13102,adm,1
13103,Stealth032,1
13104,EvolutionXI,0
13105,fefe,1
13106,igniz,1
13107,mlouie246,1
13108,Narsil,1
13109,Rockcold,1
13110,cloddy,1
13111,gaarie,0
13112,LunaticCrow,1
13113,KayTenjo,1
13114,LuigiBo87,1
13115,Pixxel,0
13116,Myztek,1
13117,timerrabbit,1
13118,soadkombucha,0
13119,ATW,1
13120,Marurun,1
13121,cxa1234,0
13122,SpongeBoB33,1
13123,Jentaro,0
13124,cyborgk,1
13125,Hats,0
13126,hyrulelord,1
13127,seedbox,1
13128,Rangifer,1
13129,wangyansong,1
13130,SpaceCat,0
13131,doob10173,1
13133,fir3pr00f,1
13134,emoli,1
13135,VobE,1
13136,yokohimura,1
13137,Klackerikio,1
13138,sadpanda,0
13139,rimu,0
13140,DM,0
13141,emutracer,1
13142,KuKzz,1
13143,BigBattle,0
13144,ShadowZ,0
13145,osoluche,1
13146,Yogehi,0
13147,WarioMCP,1
13148,turbow,1
13150,heavenlystar,1
13151,Cubikated,1
13152,shylph,1
13153,grayfox9996,1
13154,chubs,0
13155,hamsterspeed,1
13156,uncletom,0
13157,lost,1
13158,DMW7243,0
13159,573,0
13160,Kyriu,1
13161,heat128,0
13162,CityJosh,1
13163,saaken,1
13164,venomex,1
13165,ycy0624,1
13166,JDR,0
13167,haruhi,0
13168,jdieks,1
13169,taifunfire,1
13170,b1nh,1
13171,DJBigz,1
13172,dood,0
13173,rienji,1
13174,Zerstorung,1
13175,Saz,0
13176,popheya0719,1
13177,Dragoonhead,1
13178,NwOliv,0
13179,HaohmaruHL,1
13180,Manix,0
13181,Xail,1
13182,DJXRodney,1
13183,Darksky,0
13184,NotSoLight7,0
13185,Haxxploits,1
13186,ohcool,1
13187,Luketastic1,1
13188,noppz,0
13189,belink,0
13190,Rosuto,1
13191,LegacyWeapon,0
13192,xenonsniper,0
13193,CestLaVie,1
13194,azure,1
13195,Shinfate,1
13196,LeonRose,1
13197,Posthuman0,1
13198,phzero,0
13199,suiseiseki,1
13200,scars,1
13201,coyoteblue,1
13202,Kaimi,1
13203,MclareN,1
13204,ZtevenX,1
13205,OniHime,1
13206,gswong,1
13207,Katon,1
13208,bombshelboy,0
13209,Megacloud,0
13210,z0z0,0
13211,smugglarn,1
13212,bloodee,1
13213,Klonoa,1
13214,geadin,1
13215,TranceJunkie,1
13216,Ciobby,0
13217,Alex,1
13218,Zdreni,0
13219,Saionji,0
13220,Jojo32,1
13221,leadingsimon,1
13222,kizamazero,1
13223,VivaLaMoo,0
13224,MaximumPower,1
13225,bluewook,0
13226,kagenoshibou,1
13227,Kung,0
13228,wilson,1
13229,chocogaz,1
13230,Fugitaka,0
13231,tornado084,1
13232,dunlopj,1
13233,Izco,0
13234,infamous360,1
13235,recissi,1
13236,bang16,1
13237,sherl0k,1
13238,frnzy,0
13239,Psyballa,1
13240,Danceatron,0
13241,kitsune361,0
13242,MasterMargie,0
13243,Erunamo,1
13244,Hewitson,1
13245,kesler,0
13246,syanaide,0
13247,Suminigashi,1
13248,lunchboy,0
13249,ffxtreme,1
13250,Wondershot,1
13251,lemming,0
13252,PheonixZero,1
13253,roxete,1
13254,morrissey2k7,1
13255,rkl,1
13256,ZeroSum,1
13257,AtomicWyvern,0
13258,TurkeyStory,1
13259,DrPooper,0
13260,SpewMuffin,1
13261,AAAAAAAAAHHH,1
13262,mowfax,0
13263,FrankCastle,1
13264,valeous,1
13265,JooliaTron,1
13266,giwen,1
13267,sang,1
13268,wuzelfuzz,0
13269,sonatia,1
13270,BLKMKT,1
13271,HellToupee,1
13272,hadashi,1
13273,Viqu,1
13274,Kazzoo,1
13275,Shadowcol,0
13276,MatDef,1
13277,Sesshomaru1,1
13278,Zvidun,1
13279,Destyni,1
13280,shagure,0
13281,tehpsy,0
13282,LlamaJuice,0
13283,Emkat,1
13284,chengzeeyo,1
13285,vjgyo,0
13286,AkumaHokoru,1
13287,Will154,1
13288,ixtli,1
13289,anonymous,1
13290,lilshadow69,1
13291,Ampersand,1
13292,moogl,0
13293,kagamin,1
13294,bob,1
13295,DJHush,1
13296,TsengTsuzaki,1
13297,cyrus,1
13298,ulo,1
13299,mongjui1986,1
13300,Sirkibbles,1
13301,AFUnleashed4,1
13302,TheCandyMan,1
13303,Pit444,1
13304,Catz,1
13305,Kirarus,1
13307,HunterSFL,1
13308,johnnyp276,1
13309,Toastercooky,1
13310,Beatdrop,1
13311,gaydizzle,1
13312,Squirrel18,1
13313,Katzinaru,1
13314,StarmanDXE,1
13315,nmitsthefish,1
13316,nihsnek,1
13317,Sparkor,1
13318,Solstickan,1
13319,MRMACKY,1
13320,COSeeds,1
13321,Unknown,0
13322,kingkong727,1
13323,Arbalset,1
13324,Questor97,1
13325,mistaneat,1
13326,BastardKing,1
13327,jojoyam,1
13328,SgranMan,1
13329,DrFreeman,1
13330,Ian,0
13331,Patagia,0
13332,jk4eva3,1
13333,Burningheatz,0
13334,MegaManX,1
13335,MAAAXhimself,1
13336,Ryujin,0
13337,Seppel,0
13338,ushisan,1
13339,Ximba,1
13340,carmania100,1
13341,hushIIDX,1
13342,Candysaber,1
13343,bonerjams03,1
13344,Cureslime,1
13345,Munesan,1
13346,ke1,1
13347,alucard283,1
13348,HelloFriends,1
13349,LETSBAKING,1
13350,Everlast,0
13351,guillermo,1
13352,Shonen,0
13353,tvstealer,1
13354,kagami,1
13355,Valvalion,1
13356,IABORTUM911,1
13357,Blazing,1
13358,Kattana,0
13359,Synius,1
13360,Elemeno,1
13361,xb0ts,1
13362,NovusVitalus,1
13363,aelousyeah,1
13364,APathyFire,0
13365,Ixion,1
13366,DXSynergy,1
13367,essko,1
13368,trabmai796,1
13369,dajamester,1
13370,MonopolyMan,1
13371,MZD,0
13372,Call,1
13373,DjOssa,1
13374,danada,0
13375,rionx,1
13376,nicolasavru,1
13377,redtek,1
13378,my58vw,0
13379,DuoWing,1
13380,Artemiskun,1
13381,medibot,0
13382,victormotae,1
13383,Letzin,1
13384,HoshiWolf,0
13385,go,1
13386,PickleHead,0
13387,AceJay,0
13388,xNAKUx,1
13389,EnglshManrod,1
13390,gwinbee,0
13391,rewindblq,0
13392,SpaceMonkey,1
13393,glofcom,1
13394,Lisek,0
13395,thatguy142,1
13396,Eddle,1
13397,nV2d0pe,1
13398,dmjose,1
13399,Yoogain,0
13400,XxLPxX,1
13401,SiXX,1
13402,chalkpowder,1
13403,cake,0
13404,guiseone,1
13405,circfan2,0
13406,dadevil,1
13407,sonic08,1
13408,starch,1
13409,Tetsu,0
13410,LoveJuice,1
13411,Inwerse,1
13412,Rigosan469,1
13413,Phibrizzo,0
13414,Kaul,1
13415,Becca,1
13416,Deathsythe,1
13417,TheLgReducer,1
13418,Toadflax,1
13419,BP,1
13420,chuckie0424,1
13421,cwd5041,1
13422,Shao,1
13423,FinalOffset,0
13424,yaochengyuan,1
13425,PieKun,1
13426,lirothedon,0
13427,ckjy,0
13428,srlb9u,1
13429,Amire,1
13430,Yahiko,1
13431,Pringles,1
13432,DjGravey,1
13433,nekometafan,0
13434,phocaccia,0
13435,kefka7j,1
13436,matokira,1
13437,Itsumi,0
13438,Krono,1
13439,TankMcCannon,1
13440,HAZARD,0
13441,Mangojoyride,0
13442,TheRealBlind,0
13443,HamburgerBun,0
13444,eohjay,1
13445,Sparkay,1
13446,PandaOver,1
13447,sonicsnare,0
13448,Ninjafar0,1
13449,JigokuShoujo,1
13450,Canuck05,1
13451,Kishire,1
13452,sniper,0
13453,striderzero,1
13454,Guroki,1
13455,Agent340,1
13456,thoughtbird,0
13457,askew1,1
13459,therev815,1
13460,SpawnDDR,0
13461,pnoidsvivor,0
13462,hawkton,1
13463,kororu,1
13464,xiii,0
13465,natsuk1lin,1
13466,as53444744,1
13467,Kanbai,1
13468,tramedy,1
13469,BushidoBrown,1
13470,HotLimit,1
13471,makgor,1
13472,DDRmaster,0
13473,Eku,1
13474,TraiLZ,1
13475,codejockeysa,0
13476,dos,1
13477,ReiLee,1
13478,saphrawn,1
13479,WeirdSoul,0
13480,cakebuilder,1
13481,sonia,0
13482,zheo,1
13485,djsono,1
13486,bfm,0
13487,Th3_N1NjA,0
13488,ouphie,1
13489,dgzero,1
13490,Kossuphos,1
13491,yuki19,1
13492,epid,1
13493,WalMart,1
13494,ddrkoji,1
13495,libblerabble,0
13496,Ayrie,0
13497,halobender,1
13498,colors,0
13500,Sangui,0
13501,fubanooch,1
13502,RyogAkari,0
13503,Thegutter,1
13504,Djketta,1
13505,lionnight,0
13506,DalisenE,1
13507,tgcid9999,0
13508,nande,1
13509,beatPunk,1
13510,nytelyte,1
13511,Ziddy,1
13512,rvlbounty,0
13513,Pepe,0
13514,RTP9999,0
13515,fatbearcinema,1
13516,shoryu,0
13517,chiliblistar,1
13518,DJSymBiotiX,0
13519,honarud,0
13520,Auspher,1
13521,LOVEnPOP,1
13522,sushix,1
13523,DjKao,1
13524,lucian045,1
13525,djmiles,1
13526,Holland,1
13527,kenken,1
13528,Yota,0
13529,ovejillo,0
13530,Ridge,0
13531,fspam,0
13532,Jhongerkong,1
13533,EdgeKun,0
13534,Guib,1
13535,AnonymousV2,0
13536,PanicPete,1
13537,ChaosSoldier,0
13538,agentfox,1
13539,bemanisoFAN,0
13540,dmbeat,1
13541,Pockyyy,1
13542,han,0
13543,zaxion,1
13544,clonepa,0
13545,printerman2,0
13546,LucIIDX,0
13547,xuxayouknow,1
13548,CCCALF,1
13549,Zmey,0
13550,LHoT,0
13551,Serujisu,0
13552,bblocks,1
13553,zephyrknight,1
13554,Poor,0
13555,EBPlayer,1
13556,ericho921,1
13557,Mashimote,1
13558,Radruler,0
13559,Ocelot,1
13560,chichiri,1
13561,ryuudo,1
13562,lazer,1
13563,Bshop,0
13564,tofutacos,1
13565,dogfighter,1
13566,Sypth,1
13567,KDash25,0
13568,zigzag867,1
13569,lrxevan,1
13570,kreichjr,1
13571,sharpmouse,1
13572,Velius,1
13573,Darkmage175,0
13574,VTShaft,1
13575,Nekochan,1
13576,deliriousXD,1
13577,Protasoff,0
13578,kf,0
13579,Lackluster,1
13580,jkastyle,1
13581,Sherbun,1
13582,YSUKUG,1
13583,dicksacks,1
13584,oniandy,1
13585,crazyitg3fan,1
13586,revengtime,1
13587,Sakurina,1
13588,satou1,1
13589,ryuuou,0
13590,Kuiper,0
13591,Fukubei,1
13592,hobnob,1
13593,AlexMoron,0
13594,garuyred,0
13595,nicoles,0
13596,Seotaijiboy,1
13597,MbiraBeat,0
13598,MickeyAsh,1
13599,Darkshowdo,1
13600,Ribos,1
13601,Jer,1
13602,y2ckt,1
13603,Zeether,0
13604,lisadn,1
13605,pumpya,1
13606,Pyrevolution,1
13607,Subaru,1
13609,Popperlau,0
13610,Matenrou,1
13611,JOMGmatrix,1
13612,maksim,1
13613,bunch,1
13614,Billkwando,0
13615,AskJack,1
13616,DEVILMAN,0
13617,lennonkun,0
13618,Dongboat,1
13619,Twitch,1
13620,carlallan200,1
13621,kriptoney,1
13622,Syreno,1
13623,noisydoll,1
13624,Element4,1
13625,ddr123345567,1
13626,PumaAdikt,1
13627,fie,1
13628,ErdMoneyZ,1
13629,andyfrank,0
13630,symnz,1
13631,tatiz,1
13632,evillittlekiwi,0
13633,Bathory1990,0
13635,thenamynam,1
13636,Rhynell,0
13637,LiquidEcstasy,1
13638,nothxtimon,1
13639,BBsito,1
13640,prodygee,0
13641,gea1984,1
13642,reallycoolguy,1
13643,captain,1
13644,Akari,0
13645,DartDragoonXP,0
13646,djvinc,1
13647,Hitoshura,0
13648,gabirusheik,1
13649,ProfessorDuck,1
13650,beboy,0
13651,SpiceofLife,1
13652,Devon,1
13653,Carrow,1
13654,ZiTiM,0
13655,hawkon,0
13656,TheActionMan,1
13657,KluiLfromIIDX,1
13658,nillion,1
13659,Miroku,1
13660,Cuntessa,0
13661,ddrwolfgirl,0
13662,shadowth303,1
13663,DamDam,1
13664,earl4321,1
13665,jennyDDR,0
13666,XXXtaco,0
13667,vaterunser,1
13668,videokyd,1
13669,tbo,1
13670,UltimateRoX,1
13671,Dayn,1
13672,Kenshin,1
13673,SGX,0
13674,djiroha,1
13675,PaperThick,1
13676,daisukekun,1
13677,herenvardo,1
13678,yotsubanned,1
13679,Skullyhead,1
13680,Reno2003,0
13681,kenjim0to,1
13682,nagisa,1
13683,Exag0n,1
13684,noodleshusky,1
13685,catman1986,1
13686,djlilis,0
13687,LOT3K,0
13688,Bobbias,1
13689,HybridStorm,0
13690,Chicky,1
13691,flasherBEAT,1
13692,LandaNamNam,1
13693,BlueRaver7898,0
13694,FR4NKL1N,1
13695,FtJ,0
13696,fijumau,1
13697,TheBlack,0
13698,thisisstyle,1
13699,YoYuUm,1
13700,Mishaleb,1
13701,step4wind,1
13702,Awakener,0
13703,plaidknight,1
13704,TheCosmicPope,1
13705,matsuura,1
13706,Yevon,1
13707,tetsuya,0
13708,Shipon,0
13709,Veroni,1
13710,FLX1,1
13711,Kattwah,0
13712,FancyZero,1
13713,neogeo4ever,0
13714,Waffleopolis,1
13715,ushisan23,1
13716,MCBlankAlot,0
13717,Isominio,1
13719,Akirameru,1
13720,21756356,1
13721,XameleoH,0
13722,IamMe90,1
13723,CMG,1
13724,nellshini,1
13725,CorranFox,0
13726,SnowOwl,1
13727,reebow,0
13728,mabru,1
13729,SatoshiS,0
13730,dartennus,1
13731,satsuiidx,0
13732,tijoux,0
13733,Animonger,1
13734,Laving,0
13735,cjchopper,1
13736,darkshugo,0
13737,Kate,0
13738,TotallyXaXRobot,1
13739,duranduran,1
13740,z411,0
13741,tofu,1
13742,mateitu,1
13743,energyblue,0
13744,Lintor,0
13745,Zhorah,1
13746,Ethan,1
13747,dart,1
13748,AsuraGrey,1
13749,iidesuyo,0
13750,Brvn,1
13751,mas1982tsg,1
13752,Glas,0
13753,lilchamp227,1
13754,rbxjm2,1
13755,atomika,1
13756,norken,1
13757,ihaveawoodsword,0
13758,KaworuIIDX,0
13759,NightmareFox,1
